個人ID,年収（万円）,LN年収,女性ダミー,"中学3年生の時
の学年成績",教育年数,"大卒以上ダミー
（基準は高卒以下）","短期高等教育卒ダミー
（基準は高卒以下）",勤続年数,勤続年数の2乗,大企業ダミー,"正規雇用ダミー
（基準は非正規雇用）","ホワイトカラー・ダミー
（専門職、技術職、事務職。
基準はブルーカラー）","管理職ダミー
（基準は非管理職）","転職ダミー
（基準は転職経験なし）"
1484,200,5.30,1,1,13,0,1,4.2,17.64,0,0,1,0,1
1485,250,5.52,1,4,13,0,1,4.2,17.64,0,0,1,0,0
1486,250,5.52,0,5,13,0,1,6,36,0,0,1,0,0
1487,150,5.01,1,2,13,0,1,4.2,17.64,0,0,1,0,0
1488,250,5.52,1,2,13,0,1,4.2,17.64,0,0,0,0,0
1489,300,5.70,0,2,13,0,1,6,36,0,0,1,0,0
1490,250,5.52,1,4,13,0,1,4.2,17.64,0,0,1,0,0
1491,300,5.70,0,1,13,0,1,6,36,0,0,0,0,0
1492,300,5.70,0,3,13,0,1,6,36,0,0,0,0,1
1493,300,5.70,1,2,13,0,1,4.2,17.64,0,1,0,0,0
1494,250,5.52,0,4,13,0,1,6,36,0,0,1,0,0
1495,300,5.70,1,2,13,0,1,4.2,17.64,0,1,1,0,0
1496,300,5.70,0,1,13,0,1,6,36,0,0,1,0,0
1497,300,5.70,0,1,13,0,1,6,36,0,0,1,0,0
1498,300,5.70,1,4,13,0,1,4.2,17.64,0,1,1,0,0
1499,300,5.70,0,1,13,0,1,6,36,0,0,1,0,0
1500,200,5.30,1,3,13,0,1,4.2,17.64,0,0,1,0,0
1501,400,5.99,0,2,13,0,1,6,36,0,1,1,0,0
1502,350,5.86,0,4,13,0,1,6,36,0,1,1,0,0
1503,500,6.21,0,2,13,0,1,6,36,1,1,1,0,0
1504,500,6.21,0,1,13,0,1,6,36,1,1,0,0,0
1505,150,5.01,1,5,13,0,1,4.9,24.01,0,0,1,0,0
1506,25,3.22,0,3,13,0,1,7,49,0,0,0,0,0
1507,125,4.83,1,5,13,0,1,4.9,24.01,0,0,1,0,1
1508,125,4.83,1,3,13,0,1,4.9,24.01,0,0,0,0,0
1509,150,5.01,0,5,13,0,1,7,49,0,0,0,0,0
1510,300,5.70,1,3,13,0,1,4.9,24.01,0,1,0,0,0
1511,100,4.61,1,4,13,0,1,4.9,24.01,0,0,1,0,0
1512,250,5.52,1,3,13,0,1,4.9,24.01,0,0,1,0,0
1513,150,5.01,0,5,13,0,1,7,49,0,0,1,0,0
1514,200,5.30,0,5,13,0,1,7,49,0,0,0,0,0
1515,100,4.61,1,1,13,0,1,4.9,24.01,0,0,1,0,1
1516,150,5.01,0,1,13,0,1,7,49,0,0,0,0,1
1517,125,4.83,1,3,13,0,1,4.9,24.01,0,0,0,0,0
1518,125,4.83,0,2,13,0,1,7,49,0,0,0,0,0
1519,200,5.30,0,2,13,0,1,7,49,0,0,0,0,0
1520,200,5.30,1,5,13,0,1,4.9,24.01,0,0,1,0,0
1521,100,4.61,1,5,13,0,1,4.9,24.01,0,0,1,0,0
1522,200,5.30,1,1,13,0,1,4.9,24.01,0,0,1,0,0
1523,200,5.30,1,3,13,0,1,4.9,24.01,0,0,0,0,1
1524,150,5.01,1,1,13,0,1,4.9,24.01,0,0,0,0,1
1525,350,5.86,0,1,13,0,1,7,49,0,1,0,0,0
1526,175,5.16,1,4,13,0,1,4.9,24.01,0,0,1,0,0
1527,250,5.52,0,3,13,0,1,7,49,0,0,0,0,0
1528,250,5.52,1,5,13,0,1,4.9,24.01,0,0,0,0,0
1529,150,5.01,1,4,13,0,1,4.9,24.01,0,0,1,0,0
1530,250,5.52,0,1,13,0,1,7,49,0,0,0,0,0
1531,250,5.52,0,1,13,0,1,7,49,0,0,0,0,0
1532,300,5.70,1,3,13,0,1,4.9,24.01,0,1,1,0,1
1533,300,5.70,1,1,13,0,1,4.9,24.01,0,1,1,0,0
1534,400,5.99,0,2,13,0,1,7,49,0,1,0,0,0
1535,250,5.52,0,1,13,0,1,7,49,0,0,0,0,0
1536,200,5.30,0,1,13,0,1,8,64,0,0,0,0,0
1537,150,5.01,1,3,13,0,1,5.6,31.36,0,0,0,0,0
1538,175,5.16,0,3,13,0,1,8,64,0,0,1,0,0
1539,100,4.61,1,5,13,0,1,5.6,31.36,0,0,1,0,0
1540,50,3.91,1,4,13,0,1,5.6,31.36,0,0,0,0,1
1541,150,5.01,0,3,13,0,1,8,64,0,0,1,0,1
1542,150,5.01,1,4,13,0,1,5.6,31.36,0,0,0,0,0
1543,250,5.52,0,2,13,0,1,8,64,0,0,1,0,0
1544,150,5.01,0,1,13,0,1,8,64,0,0,0,0,0
1545,150,5.01,1,5,13,0,1,5.6,31.36,0,0,0,0,0
1546,250,5.52,0,1,13,0,1,8,64,0,0,1,0,0
1547,250,5.52,1,3,13,0,1,5.6,31.36,0,0,1,0,0
1548,250,5.52,1,2,13,0,1,5.6,31.36,0,0,1,0,0
1549,200,5.30,1,3,13,0,1,5.6,31.36,0,0,0,0,0
1550,100,4.61,0,1,13,0,1,8,64,0,0,0,0,1
1551,150,5.01,1,4,13,0,1,5.6,31.36,0,0,1,0,0
1552,300,5.70,1,5,13,0,1,5.6,31.36,0,1,1,0,0
1553,300,5.70,1,3,13,0,1,5.6,31.36,0,1,1,0,0
1554,300,5.70,1,1,13,0,1,5.6,31.36,0,1,0,0,0
1555,150,5.01,0,2,13,0,1,8,64,0,0,1,0,1
1556,200,5.30,1,1,13,0,1,5.6,31.36,0,0,0,0,1
1557,300,5.70,0,2,13,0,1,8,64,0,0,1,0,0
1558,300,5.70,1,3,13,0,1,5.6,31.36,0,1,0,0,0
1559,300,5.70,0,3,13,0,1,8,64,0,0,1,0,1
1560,175,5.16,1,5,13,0,1,5.6,31.36,0,0,1,0,1
1561,350,5.86,0,2,13,0,1,8,64,0,1,1,0,0
1562,250,5.52,0,1,13,0,1,8,64,0,0,1,0,0
1563,300,5.70,1,4,13,0,1,5.6,31.36,0,1,0,0,0
1564,350,5.86,0,4,13,0,1,8,64,0,1,1,0,1
1565,350,5.86,0,4,13,0,1,8,64,0,1,1,0,0
1566,300,5.70,0,3,13,0,1,8,64,0,0,0,0,0
1567,300,5.70,0,5,13,0,1,8,64,0,0,1,0,0
1568,300,5.70,0,1,13,0,1,8,64,0,0,0,0,0
1569,350,5.86,1,3,13,0,1,5.6,31.36,0,1,1,0,1
1570,400,5.99,0,4,13,0,1,8,64,0,1,1,0,0
1571,350,5.86,0,4,13,0,1,8,64,0,1,1,0,0
1572,400,5.99,1,2,13,0,1,5.6,31.36,0,1,0,0,0
1573,25,3.22,1,3,13,0,1,6.3,39.69,0,0,0,0,0
1574,106.25,4.67,0,5,13,0,1,9,81,0,0,1,0,1
1575,50,3.91,1,3,13,0,1,6.3,39.69,0,0,0,0,1
1576,250,5.52,1,3,13,0,1,6.3,39.69,0,0,0,0,0
1577,250,5.52,0,2,13,0,1,9,81,0,0,1,0,0
1578,200,5.30,0,5,13,0,1,9,81,0,0,1,0,0
1579,106.25,4.67,1,5,13,0,1,6.3,39.69,0,0,1,0,0
1580,250,5.52,1,1,13,0,1,6.3,39.69,0,0,0,0,0
1581,450,6.11,0,3,13,0,1,9,81,0,1,1,0,0
1582,300,5.70,0,4,13,0,1,9,81,0,0,0,0,0
1583,250,5.52,1,1,13,0,1,6.3,39.69,0,0,0,0,0
1584,250,5.52,1,3,13,0,1,6.3,39.69,0,0,0,0,1
1585,156.25,5.05,1,3,13,0,1,6.3,39.69,0,0,1,0,0
1586,250,5.52,0,4,13,0,1,9,81,0,0,1,0,0
1587,250,5.52,1,4,13,0,1,6.3,39.69,0,0,1,0,0
1588,300,5.70,1,4,13,0,1,6.3,39.69,0,1,1,0,0
1589,156.25,5.05,0,5,13,0,1,9,81,0,0,1,0,1
1590,250,5.52,1,1,13,0,1,6.3,39.69,0,0,1,0,0
1591,350,5.86,0,5,13,0,1,9,81,0,1,1,0,0
1592,350,5.86,1,5,13,0,1,6.3,39.69,0,1,1,0,0
1593,500,6.21,0,1,13,0,1,9,81,1,1,1,0,0
1594,150,5.01,0,4,13,0,1,10,100,0,0,0,0,0
1595,100,4.61,0,5,13,0,1,10,100,0,0,1,0,1
1596,100,4.61,1,4,13,0,1,7,49,0,0,1,0,0
1597,150,5.01,1,2,13,0,1,7,49,0,0,1,0,0
1598,106.25,4.67,1,1,13,0,1,7,49,0,0,1,0,1
1599,175,5.16,1,2,13,0,1,7,49,0,0,1,0,1
1600,125,4.83,1,5,13,0,1,7,49,0,0,1,0,0
1601,31.25,3.44,1,5,13,0,1,7,49,0,0,0,0,1
1602,275,5.62,0,2,13,0,1,10,100,0,0,0,0,0
1603,300,5.70,0,3,13,0,1,10,100,0,0,0,0,1
1604,150,5.01,0,1,13,0,1,10,100,0,0,0,0,1
1605,200,5.30,0,5,13,0,1,10,100,0,0,1,0,0
1606,300,5.70,1,1,13,0,1,7,49,0,1,0,0,0
1607,200,5.30,0,5,13,0,1,10,100,0,0,0,0,0
1608,200,5.30,0,5,13,0,1,10,100,0,0,1,0,0
1609,250,5.52,0,2,13,0,1,10,100,0,0,0,0,0
1610,100,4.61,1,3,13,0,1,7,49,0,0,0,0,0
1611,300,5.70,1,3,13,0,1,7,49,0,1,0,0,0
1612,250,5.52,0,5,13,0,1,10,100,0,0,1,0,0
1613,250,5.52,1,5,13,0,1,7,49,0,0,0,0,0
1614,200,5.30,1,5,13,0,1,7,49,0,0,1,0,1
1615,350,5.86,1,4,13,0,1,7,49,0,1,1,0,0
1616,300,5.70,0,3,13,0,1,10,100,0,0,1,0,0
1617,350,5.86,0,4,13,0,1,10,100,0,1,1,0,0
1618,300,5.70,1,1,13,0,1,7,49,0,1,1,0,0
1619,350,5.86,0,3,13,0,1,10,100,0,1,1,0,0
1620,150,5.01,1,2,13,0,1,7,49,0,0,0,0,0
1621,300,5.70,1,4,13,0,1,7,49,0,1,1,0,1
1622,250,5.52,0,5,13,0,1,10,100,0,0,1,0,0
1623,150,5.01,1,1,13,0,1,7,49,0,0,0,0,0
1624,250,5.52,0,1,13,0,1,10,100,0,0,1,0,0
1625,175,5.16,1,4,13,0,1,7,49,0,0,1,0,0
1626,250,5.52,1,3,13,0,1,7,49,0,0,1,0,0
1627,250,5.52,0,5,13,0,1,10,100,0,0,1,0,1
1628,350,5.86,1,2,13,0,1,7,49,0,1,1,0,0
1629,300,5.70,1,5,13,0,1,7,49,0,1,1,0,1
1630,350,5.86,0,2,13,0,1,10,100,0,1,1,0,0
1631,300,5.70,0,4,13,0,1,10,100,0,0,0,0,1
1632,300,5.70,1,2,13,0,1,7,49,0,1,1,0,0
1633,300,5.70,0,5,13,0,1,10,100,0,0,1,0,0
1634,200,5.30,1,5,13,0,1,7,49,0,0,1,0,0
1635,300,5.70,0,3,13,0,1,10,100,0,0,0,0,0
1636,450,6.11,0,1,13,0,1,10,100,0,1,0,0,0
1637,450,6.11,0,3,13,0,1,10,100,0,1,1,0,0
1638,1150,7.05,0,5,13,0,1,10,100,1,1,1,1,0
1639,200,5.30,1,4,13,0,1,7.7,59.29,0,0,0,0,0
1640,200,5.30,1,4,13,0,1,7.7,59.29,0,0,1,0,0
1641,100,4.61,1,1,13,0,1,7.7,59.29,0,0,0,0,0
1642,150,5.01,0,3,13,0,1,11,121,0,0,0,0,1
1643,50,3.91,1,4,13,0,1,7.7,59.29,0,0,0,0,0
1644,175,5.16,0,2,13,0,1,11,121,0,0,1,0,1
1645,125,4.83,0,5,13,0,1,11,121,0,0,0,0,0
1646,150,5.01,1,3,13,0,1,7.7,59.29,0,0,1,0,1
1647,150,5.01,0,3,13,0,1,11,121,0,0,1,0,0
1648,200,5.30,1,5,13,0,1,7.7,59.29,0,0,1,0,0
1649,100,4.61,0,4,13,0,1,11,121,0,0,0,0,0
1650,150,5.01,0,3,13,0,1,11,121,0,0,0,0,0
1651,150,5.01,0,1,13,0,1,11,121,0,0,0,0,0
1652,100,4.61,0,4,13,0,1,11,121,0,0,1,0,0
1653,250,5.52,1,1,13,0,1,7.7,59.29,0,0,0,0,0
1654,200,5.30,0,5,13,0,1,11,121,0,0,0,0,0
1655,100,4.61,1,1,13,0,1,7.7,59.29,0,0,0,0,1
1656,250,5.52,1,1,13,0,1,7.7,59.29,0,0,0,0,0
1657,200,5.30,0,5,13,0,1,11,121,0,0,0,0,0
1658,125,4.83,1,2,13,0,1,7.7,59.29,0,0,0,0,1
1659,300,5.70,0,5,13,0,1,11,121,0,0,1,0,0
1660,300,5.70,0,4,13,0,1,11,121,0,0,1,0,0
1661,250,5.52,0,3,13,0,1,11,121,0,0,1,0,0
1662,350,5.86,0,1,13,0,1,11,121,0,1,0,0,0
1663,250,5.52,1,4,13,0,1,7.7,59.29,0,0,1,0,1
1664,250,5.52,0,4,13,0,1,11,121,0,0,1,0,0
1665,150,5.01,0,3,13,0,1,11,121,0,0,0,0,0
1666,350,5.86,0,5,13,0,1,11,121,0,1,1,0,0
1667,300,5.70,1,5,13,0,1,7.7,59.29,0,1,1,0,0
1668,400,5.99,0,1,13,0,1,11,121,0,1,0,0,0
1669,350,5.86,0,4,13,0,1,11,121,0,1,1,0,0
1670,200,5.30,0,1,13,0,1,11,121,0,0,0,0,0
1671,250,5.52,0,2,13,0,1,11,121,0,0,1,0,1
1672,300,5.70,1,3,13,0,1,7.7,59.29,0,1,0,0,0
1673,300,5.70,0,3,13,0,1,11,121,0,0,1,0,0
1674,225,5.42,1,1,13,0,1,7.7,59.29,0,0,1,0,0
1675,300,5.70,0,4,13,0,1,11,121,0,0,1,0,1
1676,300,5.70,1,2,13,0,1,7.7,59.29,0,1,1,0,0
1677,400,5.99,0,1,13,0,1,11,121,0,1,0,0,0
1678,400,5.99,0,4,13,0,1,11,121,0,1,1,0,0
1679,1050,6.96,0,1,13,0,1,11,121,1,1,1,1,0
1680,150,5.01,0,5,13,0,1,12,144,0,0,1,0,0
1681,50,3.91,1,3,13,0,1,8.4,70.56,0,0,0,0,1
1682,200,5.30,1,1,13,0,1,8.4,70.56,0,0,1,0,0
1683,100,4.61,0,2,13,0,1,12,144,0,0,0,0,0
1684,150,5.01,1,4,13,0,1,8.4,70.56,0,0,1,0,0
1685,250,5.52,0,1,13,0,1,12,144,0,0,0,0,1
1686,100,4.61,1,3,13,0,1,8.4,70.56,0,0,1,0,1
1687,206.25,5.33,1,2,13,0,1,8.4,70.56,0,0,0,0,0
1688,56.25,4.03,1,4,13,0,1,8.4,70.56,0,0,1,0,1
1689,6.25,1.83,1,2,13,0,1,8.4,70.56,0,0,0,0,1
1690,175,5.16,1,1,13,0,1,8.4,70.56,0,0,0,0,1
1691,25,3.22,1,5,13,0,1,8.4,70.56,0,0,0,0,1
1692,25,3.22,1,2,13,0,1,8.4,70.56,0,0,0,0,1
1693,300,5.70,0,3,13,0,1,12,144,0,0,1,0,1
1694,150,5.01,1,2,13,0,1,8.4,70.56,0,0,0,0,1
1695,250,5.52,1,5,13,0,1,8.4,70.56,0,0,1,0,0
1696,150,5.01,1,2,13,0,1,8.4,70.56,0,0,1,0,0
1697,100,4.61,1,3,13,0,1,8.4,70.56,0,0,1,0,0
1698,200,5.30,1,2,13,0,1,8.4,70.56,0,0,0,0,0
1699,250,5.52,0,5,13,0,1,12,144,0,0,1,0,0
1700,106.25,4.67,1,2,13,0,1,8.4,70.56,0,0,1,0,0
1701,350,5.86,0,1,13,0,1,12,144,0,1,1,0,0
1702,100,4.61,1,1,13,0,1,8.4,70.56,0,0,0,0,0
1703,250,5.52,0,2,13,0,1,12,144,0,0,1,0,0
1704,350,5.86,1,2,13,0,1,8.4,70.56,0,1,0,0,0
1705,250,5.52,0,3,13,0,1,12,144,0,0,1,0,0
1706,350,5.86,0,5,13,0,1,12,144,0,1,1,0,0
1707,300,5.70,0,3,13,0,1,12,144,0,0,0,0,0
1708,150,5.01,0,4,13,0,1,12,144,0,0,1,0,0
1709,350,5.86,0,4,13,0,1,12,144,0,1,1,0,0
1710,300,5.70,0,4,13,0,1,12,144,0,0,1,0,1
1711,400,5.99,0,2,13,0,1,12,144,0,1,0,0,0
1712,250,5.52,1,4,13,0,1,8.4,70.56,0,0,1,0,1
1713,150,5.01,1,2,13,0,1,8.4,70.56,0,0,0,0,0
1714,250,5.52,0,1,13,0,1,12,144,0,0,0,0,0
1715,200,5.30,1,4,13,0,1,8.4,70.56,0,0,0,0,0
1716,175,5.16,1,1,13,0,1,8.4,70.56,0,0,0,0,0
1717,350,5.86,0,4,13,0,1,12,144,0,1,0,0,0
1718,175,5.16,1,3,13,0,1,8.4,70.56,0,0,0,0,0
1719,300,5.70,1,4,13,0,1,8.4,70.56,0,1,0,0,1
1720,300,5.70,1,1,13,0,1,8.4,70.56,0,1,1,0,0
1721,225,5.42,0,2,13,0,1,12,144,0,0,1,0,0
1722,350,5.86,0,1,13,0,1,12,144,0,1,1,0,0
1723,300,5.70,1,3,13,0,1,8.4,70.56,0,1,1,0,1
1724,400,5.99,1,1,13,0,1,8.4,70.56,0,1,1,0,0
1725,400,5.99,0,4,13,0,1,12,144,0,1,0,0,0
1726,350,5.86,0,4,13,0,1,12,144,0,1,1,0,0
1727,500,6.21,0,1,13,0,1,12,144,1,1,1,0,0
1728,300,5.70,0,3,13,0,1,12,144,0,0,1,0,0
1729,50,3.91,1,3,13,0,1,9.1,82.81,0,0,0,0,1
1730,150,5.01,1,3,13,0,1,9.1,82.81,0,0,0,0,0
1731,150,5.01,1,5,13,0,1,9.1,82.81,0,0,0,0,0
1732,150,5.01,1,2,13,0,1,9.1,82.81,0,0,0,0,0
1733,150,5.01,1,5,13,0,1,9.1,82.81,0,0,1,0,1
1734,12.5,2.53,1,2,13,0,1,9.1,82.81,0,0,1,0,1
1735,256.25,5.55,1,5,13,0,1,9.1,82.81,0,1,0,0,0
1736,275,5.62,0,1,13,0,1,13,169,0,0,0,0,0
1737,225,5.42,1,2,13,0,1,9.1,82.81,0,0,0,0,0
1738,200,5.30,1,2,13,0,1,9.1,82.81,0,0,0,0,1
1739,250,5.52,1,4,13,0,1,9.1,82.81,0,0,1,0,0
1740,250,5.52,0,1,13,0,1,13,169,0,0,0,0,0
1741,200,5.30,1,1,13,0,1,9.1,82.81,0,0,1,0,1
1742,250,5.52,0,4,13,0,1,13,169,0,0,1,0,0
1743,300,5.70,0,2,13,0,1,13,169,0,0,0,0,1
1744,250,5.52,1,5,13,0,1,9.1,82.81,0,0,1,0,0
1745,100,4.61,1,1,13,0,1,9.1,82.81,0,0,0,0,1
1746,106.25,4.67,1,3,13,0,1,9.1,82.81,0,0,1,0,0
1747,350,5.86,0,2,13,0,1,13,169,0,1,0,0,0
1748,300,5.70,1,1,13,0,1,9.1,82.81,0,1,0,0,0
1749,400,5.99,0,2,13,0,1,13,169,0,1,0,0,0
1750,300,5.70,0,3,13,0,1,13,169,0,0,1,0,0
1751,300,5.70,1,1,13,0,1,9.1,82.81,0,1,0,0,0
1752,300,5.70,0,5,13,0,1,13,169,0,0,1,0,0
1753,300,5.70,0,1,13,0,1,13,169,0,0,1,0,0
1754,250,5.52,0,2,13,0,1,13,169,0,0,0,0,0
1755,300,5.70,0,3,13,0,1,13,169,0,0,1,0,0
1756,200,5.30,0,1,13,0,1,13,169,0,0,0,0,0
1757,150,5.01,0,3,13,0,1,13,169,0,0,1,0,0
1758,156.25,5.05,1,5,13,0,1,9.1,82.81,0,0,1,0,0
1759,300,5.70,1,3,13,0,1,9.1,82.81,0,1,0,0,0
1760,206.25,5.33,1,2,13,0,1,9.1,82.81,0,0,1,0,0
1761,350,5.86,1,1,13,0,1,9.1,82.81,0,1,1,0,0
1762,450,6.11,0,4,13,0,1,13,169,0,1,1,0,1
1763,250,5.52,0,1,13,0,1,13,169,0,0,0,0,0
1764,200,5.30,1,1,13,0,1,9.1,82.81,0,0,1,0,0
1765,350,5.86,0,5,13,0,1,13,169,0,1,1,0,0
1766,350,5.86,1,2,13,0,1,9.1,82.81,0,1,0,0,0
1767,350,5.86,0,4,13,0,1,13,169,0,1,1,0,0
1768,450,6.11,0,2,13,0,1,13,169,0,1,1,0,0
1769,400,5.99,0,2,13,0,1,13,169,0,1,0,0,0
1770,150,5.01,1,4,13,0,1,9.8,96.04,0,0,1,0,0
1771,250,5.52,0,2,13,0,1,14,196,0,0,0,0,0
1772,25,3.22,1,3,13,0,1,9.8,96.04,0,0,1,0,1
1773,150,5.01,1,5,13,0,1,9.8,96.04,0,0,1,0,0
1774,25,3.22,1,2,13,0,1,9.8,96.04,0,0,1,0,1
1775,150,5.01,1,1,13,0,1,9.8,96.04,0,0,0,0,1
1776,100,4.61,1,5,13,0,1,9.8,96.04,0,0,0,0,1
1777,150,5.01,1,1,13,0,1,9.8,96.04,0,0,0,0,0
1778,6.25,1.83,1,1,13,0,1,9.8,96.04,0,0,1,0,1
1779,56.25,4.03,1,4,13,0,1,9.8,96.04,0,0,1,0,1
1780,31.25,3.44,0,1,13,0,1,14,196,0,0,0,0,1
1781,25,3.22,1,1,13,0,1,9.8,96.04,0,0,0,0,1
1782,25,3.22,1,3,13,0,1,9.8,96.04,0,0,1,0,1
1783,50,3.91,1,5,13,0,1,9.8,96.04,0,0,1,0,1
1784,25,3.22,1,4,13,0,1,9.8,96.04,0,0,0,0,1
1785,100,4.61,1,5,13,0,1,9.8,96.04,0,0,0,0,1
1786,250,5.52,0,4,13,0,1,14,196,0,0,1,0,0
1787,300,5.70,1,4,13,0,1,9.8,96.04,0,1,1,0,0
1788,200,5.30,1,5,13,0,1,9.8,96.04,0,0,0,0,0
1789,250,5.52,0,3,13,0,1,14,196,0,0,0,0,0
1790,150,5.01,0,4,13,0,1,14,196,0,0,1,0,0
1791,150,5.01,0,3,13,0,1,14,196,0,0,0,0,0
1792,450,6.11,1,4,13,0,1,9.8,96.04,0,1,1,0,0
1793,100,4.61,1,4,13,0,1,9.8,96.04,0,0,1,0,1
1794,150,5.01,0,1,13,0,1,14,196,0,0,0,0,1
1795,150,5.01,1,3,13,0,1,9.8,96.04,0,0,1,0,0
1796,150,5.01,1,5,13,0,1,9.8,96.04,0,0,1,0,0
1797,350,5.86,0,4,13,0,1,14,196,0,1,1,0,0
1798,150,5.01,1,1,13,0,1,9.8,96.04,0,0,0,0,0
1799,250,5.52,0,4,13,0,1,14,196,0,0,0,0,0
1800,500,6.21,0,5,13,0,1,14,196,1,1,1,1,0
1801,150,5.01,1,2,13,0,1,9.8,96.04,0,0,0,0,0
1802,250,5.52,1,5,13,0,1,9.8,96.04,0,0,1,0,0
1803,206.25,5.33,1,4,13,0,1,9.8,96.04,0,0,0,0,0
1804,250,5.52,1,1,13,0,1,9.8,96.04,0,0,1,0,0
1805,200,5.30,1,1,13,0,1,9.8,96.04,0,0,0,0,0
1806,200,5.30,1,2,13,0,1,9.8,96.04,0,0,0,0,0
1807,350,5.86,0,2,13,0,1,14,196,0,1,1,0,0
1808,350,5.86,0,5,13,0,1,14,196,0,1,1,0,0
1809,350,5.86,1,1,13,0,1,9.8,96.04,0,1,1,0,1
1810,450,6.11,0,5,13,0,1,14,196,0,1,1,1,0
1811,256.25,5.55,1,4,13,0,1,9.8,96.04,0,1,0,0,0
1812,400,5.99,0,4,13,0,1,14,196,0,1,1,0,0
1813,500,6.21,0,4,13,0,1,14,196,1,1,1,0,0
1814,300,5.70,0,3,13,0,1,14,196,0,0,0,0,1
1815,250,5.52,1,3,13,0,1,9.8,96.04,0,0,1,0,0
1816,500,6.21,0,4,13,0,1,14,196,1,1,1,0,0
1817,500,6.21,0,2,13,0,1,14,196,1,1,1,0,0
1818,550,6.31,0,2,13,0,1,14,196,1,1,1,0,0
1819,200,5.30,1,2,13,0,1,10.5,110.25,0,0,1,0,0
1820,100,4.61,0,1,13,0,1,15,225,0,0,1,0,1
1821,50,3.91,1,3,13,0,1,10.5,110.25,0,0,1,0,1
1822,50,3.91,0,1,13,0,1,15,225,0,0,0,0,1
1823,100,4.61,1,5,13,0,1,10.5,110.25,0,0,1,0,0
1824,100,4.61,1,3,13,0,1,10.5,110.25,0,0,1,0,1
1825,200,5.30,0,5,13,0,1,15,225,0,0,0,0,0
1826,56.25,4.03,1,4,13,0,1,10.5,110.25,0,0,1,0,1
1827,6.25,1.83,1,5,13,0,1,10.5,110.25,0,0,1,0,1
1828,106.25,4.67,1,3,13,0,1,10.5,110.25,0,0,0,0,1
1829,175,5.16,1,4,13,0,1,10.5,110.25,0,0,0,0,1
1830,200,5.30,1,3,13,0,1,10.5,110.25,0,0,0,0,0
1831,250,5.52,1,3,13,0,1,10.5,110.25,0,0,1,0,0
1832,200,5.30,0,2,13,0,1,15,225,0,0,0,0,0
1833,300,5.70,1,4,13,0,1,10.5,110.25,0,1,1,0,0
1834,300,5.70,1,5,13,0,1,10.5,110.25,0,1,1,0,0
1835,100,4.61,1,3,13,0,1,10.5,110.25,0,0,1,0,1
1836,450,6.11,1,4,13,0,1,10.5,110.25,0,1,1,0,0
1837,300,5.70,0,4,13,0,1,15,225,0,0,0,0,0
1838,250,5.52,1,2,13,0,1,10.5,110.25,0,0,1,0,0
1839,200,5.30,1,3,13,0,1,10.5,110.25,0,0,1,0,0
1840,250,5.52,1,1,13,0,1,10.5,110.25,0,0,0,0,0
1841,100,4.61,1,3,13,0,1,10.5,110.25,0,0,1,0,0
1842,250,5.52,0,5,13,0,1,15,225,0,0,0,0,0
1843,300,5.70,0,4,13,0,1,15,225,0,0,0,0,0
1844,250,5.52,0,3,13,0,1,15,225,0,0,1,0,0
1845,200,5.30,0,3,13,0,1,15,225,0,0,1,0,0
1846,400,5.99,0,3,13,0,1,15,225,0,1,1,0,0
1847,650,6.48,0,5,13,0,1,15,225,1,1,1,1,0
1848,250,5.52,0,2,13,0,1,15,225,0,0,0,0,0
1849,150,5.01,1,4,13,0,1,10.5,110.25,0,0,1,0,0
1850,250,5.52,0,2,13,0,1,15,225,0,0,1,0,0
1851,300,5.70,0,1,13,0,1,15,225,0,0,0,0,0
1852,156.25,5.05,1,2,13,0,1,10.5,110.25,0,0,0,0,0
1853,550,6.31,0,3,13,0,1,15,225,1,1,1,1,0
1854,250,5.52,1,5,13,0,1,10.5,110.25,0,0,0,0,0
1855,400,5.99,0,5,13,0,1,15,225,0,1,1,0,0
1856,450,6.11,0,1,13,0,1,15,225,0,1,0,0,0
1857,450,6.11,0,2,13,0,1,15,225,0,1,0,0,0
1858,206.25,5.33,0,2,13,0,1,15,225,0,0,1,0,0
1859,200,5.30,1,2,13,0,1,10.5,110.25,0,0,1,0,1
1860,700,6.55,0,1,13,0,1,15,225,1,1,1,1,0
1861,200,5.30,1,2,13,0,1,10.5,110.25,0,0,0,0,0
1862,350,5.86,0,3,13,0,1,15,225,0,1,1,0,0
1863,400,5.99,0,3,13,0,1,15,225,0,1,1,0,0
1864,350,5.86,1,2,13,0,1,10.5,110.25,0,1,1,0,0
1865,350,5.86,0,3,13,0,1,15,225,0,1,1,0,0
1866,450,6.11,0,4,13,0,1,15,225,0,1,0,0,0
1867,750,6.62,0,1,13,0,1,15,225,1,1,1,1,0
1868,500,6.21,0,3,13,0,1,15,225,1,1,0,0,0
1869,350,5.86,0,2,13,0,1,15,225,0,1,1,0,0
1870,500,6.21,0,3,13,0,1,15,225,1,1,1,0,0
1871,50,3.91,1,4,13,0,1,11.2,125.44,0,0,0,0,1
1872,100,4.61,1,2,13,0,1,11.2,125.44,0,0,0,0,1
1873,350,5.86,1,1,13,0,1,11.2,125.44,0,1,1,0,0
1874,25,3.22,1,1,13,0,1,11.2,125.44,0,0,0,0,0
1875,200,5.30,1,4,13,0,1,11.2,125.44,0,0,1,0,1
1876,256.25,5.55,0,1,13,0,1,16,256,0,0,0,0,0
1877,75,4.32,1,5,13,0,1,11.2,125.44,0,0,1,0,0
